State,District,Date,Year,Month,Avg_rainfall,Agency_name
Andhra Pradesh,Prakasam,2023-12-27,2023,12,0.0,IMD GRID MODEL
Andhra Pradesh,Prakasam,2023-12-28,2023,12,0.0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-01-10,2023,01,0.0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-01-12,2023,01,0.0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-01-26,2023,01,0.0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-01-27,2023,01,0.0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-02-02,2023,02,0.0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-02-20,2023,02,0.0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-03-09,2023,03,0.0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-03-10,2023,03,0.0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-03-12,2023,03,0.0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-03-21,2023,03,3.5582527939,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-03-26,2023,03,1.2904257639,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-04-02,2023,04,5.2790764146,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-04-07,2023,04,0.0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-04-08,2023,04,0.0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-04-20,2023,04,0.0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-05-02,2023,05,4.417782684,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-05-06,2023,05,5.4560478706,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-05-07,2023,05,0.8079143418,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-05-11,2023,05,0.0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-05-20,2023,05,0.0585379862,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-05-24,2023,05,0.0001266753,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-05-25,2023,05,0.0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-05-30,2023,05,0.2690325512,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-05-31,2023,05,7.5072829386,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-06-11,2023,06,0.149012021,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-06-13,2023,06,1.1542888566,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-06-19,2023,06,4.5806206117,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-06-20,2023,06,3.3695905424,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-06-30,2023,06,2.7233303675,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-07-01,2023,07,0.0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-07-03,2023,07,2.4306537196,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-07-05,2023,07,0.2684298817,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-07-09,2023,07,0.2056133384,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-07-15,2023,07,0.0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-07-20,2023,07,1.0822841227,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-07-23,2023,07,2.3775700786,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-07-26,2023,07,8.6601336121,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-08-02,2023,08,0.0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-08-07,2023,08,0.0583502867,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-08-08,2023,08,0.2563817934,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-08-10,2023,08,6.1956358897,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-08-15,2023,08,0.5043386732,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-08-18,2023,08,0.090726211,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-08-22,2023,08,0.4819119091,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-08-23,2023,08,2.8358004907,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-08-25,2023,08,0.0057494534,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-08-26,2023,08,2.1131673919,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-09-03,2023,09,38.6984486247,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-10-03,2023,10,0.001590934,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-10-06,2023,10,0.0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-10-08,2023,10,0.0548828963,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-10-21,2023,10,0.7338758606,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-10-25,2023,10,0.0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-10-31,2023,10,7.8339012312,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-11-01,2023,11,0.0585941514,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-11-02,2023,11,2.8098713832,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-11-03,2023,11,9.7954336989,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-11-06,2023,11,39.2079167424,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-11-12,2023,11,0.0057494534,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-11-14,2023,11,1.0045269657,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-11-15,2023,11,1.8028933272,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-11-16,2023,11,1.722346454,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-11-18,2023,11,0.1205033816,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-11-25,2023,11,25.9812265009,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-12-10,2023,12,0.0973951301,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-12-13,2023,12,0.0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-12-15,2023,12,0.2677969093,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-12-18,2023,12,0.0789983432,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-12-19,2023,12,0.0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-12-20,2023,12,0.0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-12-25,2023,12,0.0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2023-12-30,2023,12,0.0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-01-05,2023,01,0.0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-01-08,2023,01,0.0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-01-09,2023,01,0.0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-01-12,2023,01,0.0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-01-13,2023,01,0.0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-01-19,2023,01,0.0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-01-20,2023,01,0.0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-01-22,2023,01,0.0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-02-01,2023,02,0.0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-02-04,2023,02,0.0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-02-19,2023,02,0.0546666127,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-03-03,2023,03,0.0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-03-11,2023,03,0.0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-03-17,2023,03,4.8740013052,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-03-18,2023,03,0.0284304018,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-03-22,2023,03,2.7134098532,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-03-24,2023,03,3.0366841012,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-04-05,2023,04,2.8929506547,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-04-07,2023,04,0.4099002703,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-04-13,2023,04,0.0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-05-03,2023,05,0.0833353505,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-05-04,2023,05,13.9436856113,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-05-07,2023,05,3.6556075585,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-05-08,2023,05,3.5999839623,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-05-12,2023,05,0.1738879673,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-05-14,2023,05,0.0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-05-21,2023,05,0.0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-05-22,2023,05,5.6099607795,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-05-24,2023,05,0.0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-05-26,2023,05,1.0110793171,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-05-27,2023,05,0.0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-05-29,2023,05,0.3716318624,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-06-02,2023,06,0.0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-06-03,2023,06,0.0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-06-05,2023,06,4.4595331376,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-06-07,2023,06,0.0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-06-09,2023,06,0.5315759905,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-06-14,2023,06,0.0095970323,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-06-17,2023,06,1.1035610917,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-06-20,2023,06,0.1628913859,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-06-23,2023,06,9.1956077383,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-06-25,2023,06,6.4798455677,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-06-29,2023,06,0.0081142328,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-07-01,2023,07,0.0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-07-03,2023,07,1.3977796924,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-07-16,2023,07,1.6897880518,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-07-29,2023,07,0.7208776256,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-08-01,2023,08,3.5157891661,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-08-09,2023,08,3.0198451631,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-08-11,2023,08,2.1280831281,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-08-12,2023,08,1.3537932724,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-08-17,2023,08,0.5284676351,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-08-19,2023,08,2.1700727666,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-08-24,2023,08,2.3349491772,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-08-30,2023,08,0.1751444635,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-08-31,2023,08,0.0089704375,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-09-01,2023,09,2.8639951229,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-09-15,2023,09,0.0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-09-19,2023,09,6.5031065685,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-09-20,2023,09,23.2261108571,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-09-21,2023,09,6.6197951406,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-09-23,2023,09,0.0048685397,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-09-25,2023,09,1.9735626339,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-10-02,2023,10,1.830834934,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2023-10-06,2023,10,0.0,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-05-23,2023,05,0.2175865909,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-06-04,2023,06,0.074023092,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-06-08,2023,06,0.0334502183,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-06-18,2023,06,0.7805033219,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-06-29,2023,06,0.2314666554,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-07-04,2023,07,4.620443223,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-07-23,2023,07,5.1290378023,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-07-29,2023,07,0.2471962356,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-08-01,2023,08,1.2361223747,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-08-07,2023,08,0.3457109515,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-08-10,2023,08,3.2413289004,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-08-16,2023,08,4.0688200349,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-08-28,2023,08,0.0825370934,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-09-02,2023,09,4.1031162905,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-09-04,2023,09,3.6412368117,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-09-05,2023,09,2.2879753792,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-09-10,2023,09,0.5750716418,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-09-16,2023,09,5.8963973274,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-09-18,2023,09,5.1177725755,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-09-21,2023,09,1.9085909377,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-09-25,2023,09,27.1339554945,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-09-28,2023,09,4.5478431644,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-10-21,2023,10,0.7964156751,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-10-25,2023,10,0.0,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-11-08,2023,11,5.3110795255,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-11-09,2023,11,4.0742863907,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-11-12,2023,11,0.0,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-11-21,2023,11,3.483823249,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-11-29,2023,11,8.7440354567,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-12-01,2023,12,7.3143770951,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-12-04,2023,12,36.0399969571,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-12-09,2023,12,0.00707026,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-12-13,2023,12,0.0,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-12-15,2023,12,0.0043403445,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-12-16,2023,12,2.0644368077,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-12-24,2023,12,0.0,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-12-29,2023,12,0.0,IMD GRID MODEL
Andhra Pradesh,Chittoor,2023-12-31,2023,12,0.0,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-01-15,2023,01,0.0,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-01-24,2023,01,0.0,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-01-29,2023,01,0.0,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-01-31,2023,01,0.0,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-02-01,2023,02,0.0,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-02-23,2023,02,0.0,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-02-24,2023,02,0.0,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-02-25,2023,02,0.0,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-03-17,2023,03,5.0412222204,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-03-18,2023,03,2.0317315715,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-03-24,2023,03,4.1552562885,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-04-07,2023,04,3.8084640819,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-04-08,2023,04,0.0,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-04-18,2023,04,0.0,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-04-21,2023,04,0.2864619823,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-04-23,2023,04,13.149701877,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-04-24,2023,04,2.8888027098,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-04-26,2023,04,1.0729823276,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-04-27,2023,04,0.0,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-05-01,2023,05,22.6844858653,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-05-04,2023,05,22.0777363926,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-05-07,2023,05,3.6760983303,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-05-08,2023,05,2.8108111079,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-05-14,2023,05,0.0,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-05-18,2023,05,0.0516222317,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-05-22,2023,05,2.6386439946,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-05-26,2023,05,3.4143173393,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-06-09,2023,06,0.1620024734,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-06-11,2023,06,0.0281515526,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-06-12,2023,06,0.0,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-06-18,2023,06,4.3510476459,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-06-23,2023,06,4.2161309685,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-06-27,2023,06,0.3411984394,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-07-04,2023,07,16.347479678,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-07-10,2023,07,1.1957886509,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-07-11,2023,07,6.9424044684,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-07-14,2023,07,16.8325257551,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-07-16,2023,07,5.5040322768,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-07-17,2023,07,7.2302025937,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-07-23,2023,07,15.6051284899,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-07-25,2023,07,17.1330428021,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-07-26,2023,07,55.2424927857,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-08-03,2023,08,1.0851837055,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-08-04,2023,08,2.4680772056,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-08-05,2023,08,1.8017059392,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-08-07,2023,08,0.306513455,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-08-12,2023,08,0.2680494511,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-08-13,2023,08,0.0849593471,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-08-16,2023,08,1.5135111255,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-08-17,2023,08,4.8608118569,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-09-04,2023,09,3.2548868617,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-09-05,2023,09,27.7993905977,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-09-06,2023,09,5.2871882799,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-09-09,2023,09,0.7013971067,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-09-24,2023,09,10.0989721468,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-09-27,2023,09,0.5328845171,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-10-02,2023,10,3.1963150338,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-10-14,2023,10,0.0,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-10-18,2023,10,0.0,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-10-19,2023,10,0.0506608975,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-10-29,2023,10,0.140151568,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-10-31,2023,10,0.0,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-11-03,2023,11,1.2829582303,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-11-09,2023,11,2.3827029304,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-11-10,2023,11,0.0,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-11-23,2023,11,0.5010923464,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-11-30,2023,11,0.0,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-12-04,2023,12,12.406250596,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-12-07,2023,12,16.030142721,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-12-15,2023,12,0.0,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-12-16,2023,12,0.0,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-12-19,2023,12,0.0,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-12-21,2023,12,0.0,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-12-23,2023,12,0.0,IMD GRID MODEL
Andhra Pradesh,East Godavari,2023-12-25,2023,12,0.0,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-01-05,2023,01,0.436310691,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-01-10,2023,01,0.0,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-01-18,2023,01,0.0,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-01-21,2023,01,0.0,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-01-20,2023,01,0.0,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-01-24,2023,01,0.0,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-01-27,2023,01,0.0,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-01-28,2023,01,0.0,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-01-31,2023,01,0.0,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-02-10,2023,02,0.0,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-02-13,2023,02,0.0,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-02-14,2023,02,0.0,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-02-22,2023,02,0.0,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-02-26,2023,02,0.0,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-03-03,2023,03,0.0,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-03-06,2023,03,0.0,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-03-08,2023,03,0.0,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-03-17,2023,03,13.5810645497,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-03-18,2023,03,7.2673230757,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-03-19,2023,03,14.3994643226,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-03-22,2023,03,0.0247262952,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-04-06,2023,04,0.0,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-04-07,2023,04,0.0119916051,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-04-10,2023,04,0.0,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-04-11,2023,04,0.0,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-04-13,2023,04,0.0,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-04-26,2023,04,0.5667017235,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-05-01,2023,05,34.0918690533,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-05-02,2023,05,1.0848164191,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-05-12,2023,05,0.477915575,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-05-20,2023,05,1.6150987149,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-05-26,2023,05,2.8574948718,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-05-28,2023,05,0.1529813831,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-06-01,2023,06,0.0,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-06-10,2023,06,0.4236194548,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-06-13,2023,06,0.0062105459,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-06-15,2023,06,0.0,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-06-24,2023,06,15.560068521,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-07-02,2023,07,0.6444728627,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-07-12,2023,07,1.080838444,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-07-17,2023,07,3.8854661319,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-07-22,2023,07,4.5061196168,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-07-24,2023,07,26.9955048092,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-08-04,2023,08,0.0153736996,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-08-05,2023,08,0.2508678081,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-08-09,2023,08,0.0253377566,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-08-20,2023,08,1.2616745073,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-08-21,2023,08,1.6196067001,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-08-23,2023,08,7.4372923539,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-09-01,2023,09,0.0,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-09-06,2023,09,24.5963657693,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-09-17,2023,09,1.9406554358,IMD GRID MODEL
Andhra Pradesh,Guntur,2023-09-22,2023,09,13.7125887194,IMD GRID MODEL
